_id,measure_id,measure_name,interval_type,value_type,measure_value,year_to_date_variance,budget_variance,decimal_accuracy,desired_direction,category,data_source_notes,city_perspective_note,year,period_number_in_year,target,note
12,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,160,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2018,12,,
13,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,163,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,1,,
14,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,160,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,2,,
15,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,207,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,3,,
16,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,238,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,4,,
17,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,263,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,5,,
18,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,220,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,6,,
19,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,224,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,7,,
20,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,211,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,8,,
21,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,209,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,9,,
22,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,208,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,10,,
23,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,192,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,11,,
24,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,202,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,12,,
25,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,195,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,1,,
26,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,175,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,2,,
27,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,175,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,3,,
28,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,109,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,4,,
29,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,112,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,5,,
30,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,132,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,6,,
31,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,119,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,7,,
32,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,110,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,8,,
33,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,133,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,9,,
34,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,119,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,10,,
35,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,144,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,11,,
36,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,152,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,12,,
37,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,96,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,1,,
38,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,101,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,2,,
39,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,123,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,3,,
40,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,133,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,4,,
41,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,105,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,5,,
42,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,136,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,6,,
43,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,106,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,7,,
44,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,121,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,8,,
45,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,100,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,9,,
46,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,108,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,10,,
47,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,127,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,11,,
48,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,117,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,12,,
49,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,70,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,1,,
50,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,81,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,2,,
51,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,122,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,3,,
52,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,110,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,4,,
53,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,120,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,5,,
54,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,120,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,6,,
55,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,95,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,7,,
56,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,111,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,8,,
57,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,117,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,9,,
58,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,94,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,10,,
59,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,140,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,11,,
60,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,99,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,12,,
61,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,95,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,1,,
62,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,99,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,2,,
63,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,95,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,3,,
64,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,124,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,4,,
65,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,145,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,5,,
66,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,133,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,6,,
67,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,126,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,7,,
68,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,143,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,8,,
69,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,111,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,9,,Higher interest rates and inflation adding to increase borrowing cost and cost of living expenses.
70,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,125,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,10,,
71,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,140,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,11,,
72,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,123,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,12,,
73,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,137,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2024,1,,
74,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,129,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2024,2,,Continued higher interest rates and inflation adding to increase borrowing cost and cost of living expenses.
75,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,145,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2024,3,,
76,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,173,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2024,4,,
77,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,197,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2024,5,,"The increase in insolvencies is a result of a combination of pandemic-related debt, economic pressures, and the end of government support measures. These factors have created a challenging environment for both consumers and businesses in Toronto. (ISED-ISDE Canada)."
78,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,158,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2024,6,,
79,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,130,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2024,7,,
80,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,151,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2024,8,,Continued challenging environment for consumers with high debt levels and softening labour market.
81,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,124,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2024,9,,
82,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,177,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2024,10,,
83,1.131,Number of Consumer Bankruptcies for the City of Toronto,m,n,171,0.05,,0,Down,Community Vulnerability,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2024,11,,
84,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,12,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2018,1,,
85,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,14,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2018,2,,
86,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,18,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2018,3,,
87,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,13,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2018,4,,
88,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,25,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2018,5,,
89,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,14,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2018,6,,
90,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,18,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2018,7,,
91,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,15,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2018,8,,
92,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,17,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2018,9,,
93,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,17,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2018,10,,
94,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,15,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2018,11,,
95,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,11,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2018,12,,
96,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,12,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,1,,
97,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,11,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,2,,
98,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,21,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,3,,
99,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,20,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,4,,
100,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,21,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,5,,
101,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,4,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,6,,
102,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,12,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,7,,
103,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,14,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,8,,
104,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,17,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,9,,
105,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,9,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,10,,
106,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,14,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,11,,
107,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,10,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2019,12,,
108,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,14,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,1,,
109,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,8,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,2,,
110,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,15,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,3,,
111,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,16,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,4,,
112,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,22,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,5,,
113,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,9,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,6,,
114,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,12,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,7,,
115,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,13,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,8,,
116,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,19,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,9,,
117,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,16,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,10,,
118,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,10,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,11,,
119,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,16,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2020,12,,
120,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,14,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,1,,
121,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,3,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,2,,
122,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,11,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,3,,
123,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,8,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,4,,
124,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,2,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,5,,
125,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,9,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,6,,
126,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,9,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,7,,
127,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,11,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,8,,
128,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,14,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,9,,
129,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,19,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,10,,
130,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,10,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,11,,
131,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,24,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2021,12,,
132,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,16,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,1,,
133,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,18,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,2,,
134,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,13,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,3,,
135,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,13,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,4,,
136,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,11,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,5,,
137,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,15,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,6,,
138,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,13,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,7,,
139,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,16,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,8,,
140,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,16,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,9,,
141,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,11,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,10,,
142,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,27,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,11,,
143,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,24,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2022,12,,
144,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,20,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,1,,
145,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,18,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,2,,
146,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,20,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,3,,
147,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,16,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,4,,
148,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,22,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,5,,
149,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,25,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,6,,
150,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,12,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,7,,
151,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,10,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,8,,
152,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,19,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,9,,Higher interest rates and inflation adding to increase cost with softer consumer demand.
153,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,30,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,10,,
154,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,40,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,11,,
155,1.121,Number of Business Bankruptcies for the City of Toronto,m,n,43,0.05,,0,Down,Economy,Source: Office of the Superintendent of Bankruptcy Canada (OSBC),,2023,12,,
